mean_Log_energy,mean_MFCC_0th_coef,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_4th_coef,mean_MFCC_5th_coef,mean_MFCC_6th_coef,mean_MFCC_7th_coef,mean_MFCC_8th_coef,mean_MFCC_9th_coef,mean_MFCC_10th_coef,mean_MFCC_11th_coef,mean_MFCC_12th_coef,mean_delta_log_energy,mean_0th_delta,mean_1st_delta,mean_2nd_delta,mean_3rd_delta,mean_4th_delta,mean_5th_delta,mean_6th_delta,mean_7th_delta,mean_8th_delta,mean_9th_delta,mean_10th_delta,mean_11th_delta,mean_12th_delta,mean_delta_delta_log_energy,mean_delta_delta_0th,mean_1st_delta_delta,mean_2nd_delta_delta,mean_3rd_delta_delta,mean_4th_delta_delta,mean_5th_delta_delta,mean_6th_delta_delta,mean_7th_delta_delta,mean_8th_delta_delta,mean_9th_delta_delta,mean_10th_delta_delta,mean_11th_delta_delta,mean_12th_delta_delta,std_Log_energy,std_MFCC_0th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_3rd_coef,std_MFCC_4th_coef,std_MFCC_5th_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_9th_coef,std_MFCC_10th_coef,std_MFCC_11th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_0th_delta,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_12th_delta,std_delta_delta_log_energy,std_delta_delta_0th,std_1st_delta_delta,std_2nd_delta_delta,std_3rd_delta_delta,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta,class
10.3001,14.0292,3.7037,5.7584,1.8581,-1.04,1.3271,-1.0487,-0.13513,-0.3195,-0.34892,0.30451,0.28947,-1.6271,0.00099181,-0.0028378,-0.0023093,0.0029754,0.0017295,-0.0020411,0.0045984,0.00074086,-0.0054937,0.00050906,-0.0020699,0.00064456,0.0049445,0.00084629,-0.00029174,-0.00011651,-0.00036998,-0.00082382,-0.0001337,0.00064373,-0.00045451,-0.00049709,-0.00055857,0.00048617,0.00039504,-8.88E-5,-0.00033857,-0.00023529,0.19339,0.76209,0.37592,0.57804,0.37943,0.42201,0.44857,0.23579,0.34125,0.38625,0.25438,0.25826,0.30166,0.3186,0.03116,0.082727,0.045208,0.065867,0.037458,0.054245,0.049506,0.042145,0.036457,0.048483,0.031862,0.03871,0.049336,0.037458,0.0092295,0.03716,0.020326,0.032654,0.01773,0.027606,0.024151,0.019306,0.016033,0.021829,0.015292,0.018667,0.021953,0.020344,1
9.7733,13.5005,4.1785,5.4083,1.4813,-1.1658,1.4699,-1.1841,-0.28109,-0.2789,-0.38727,0.58359,-0.12571,-1.6694,0.010388,0.04097,-0.012319,0.0027312,0.0010488,-0.0013988,0.0069232,-0.0033138,-0.00061189,-0.00049379,-0.0014151,0.0055733,0.0049655,0.0045322,-0.00077229,-0.0026357,0.00018597,0.00017768,6.72E-5,0.00019566,-0.00085669,-0.00061447,0.00016483,0.0010536,0.00046978,-0.00023598,3.96E-5,0.00011747,0.67547,1.8084,0.55787,0.51845,0.33648,0.44799,0.39172,0.26156,0.27395,0.29026,0.24219,0.3038,0.37195,0.37775,0.079942,0.19982,0.054957,0.06329,0.040708,0.057251,0.044144,0.034767,0.033909,0.041192,0.031943,0.037036,0.027944,0.044296,0.018865,0.043853,0.023359,0.029705,0.020102,0.02612,0.020106,0.015988,0.017305,0.019309,0.015509,0.018152,0.013409,0.02199,1
9.4313,12.4262,3.7817,3.7967,2.7375,-2.7355,0.40515,-0.97762,1.1595,0.16857,-0.88821,-1.9714,0.432,-1.8872,-0.010086,-0.030011,-0.0081346,0.0023948,0.010355,0.0025123,0.0066567,0.0036713,0.0018342,-0.0038233,0.0054552,0.00033525,-0.0036452,-0.00053596,0.0002764,-0.001129,0.00031674,-0.0009157,0.0011385,-0.00063957,0.00042351,-0.00029917,0.00095479,-0.00038631,6.59E-6,-0.0006261,-0.00025833,-0.00057276,0.66898,1.7377,0.83902,0.46109,0.63012,0.54404,0.44224,0.56237,0.4535,0.32742,0.4446,0.39854,0.45162,0.29495,0.050317,0.07001,0.067327,0.066115,0.065634,0.063857,0.05637,0.055844,0.071685,0.053418,0.055951,0.054294,0.050285,0.042585,0.016013,0.038772,0.034354,0.032487,0.031783,0.035358,0.027285,0.028488,0.034771,0.025532,0.026412,0.030828,0.027681,0.021733,1
10.0694,14.0449,4.5001,3.3007,2.1142,-3.315,0.23826,-1.4705,1.2877,0.076512,-0.84879,-1.6919,0.3082,-1.7031,-0.0024796,-0.022008,-0.0072308,0.0022716,0.0086316,0.0041339,0.005286,0.0081221,2.38E-5,0.0019175,0.0034124,-0.0023419,-0.0044737,-0.00053439,-0.0004998,-0.00051784,0.00020635,-0.00099426,-9.95E-5,-6.96E-5,0.00069577,-0.00096327,0.00017465,0.00051621,0.00055385,-0.0009177,0.00047423,0.00068362,0.57889,1.1281,0.44995,0.46538,0.88481,0.46189,0.59526,0.47586,0.40876,0.34325,0.41645,0.48841,0.45039,0.41811,0.077422,0.093118,0.074486,0.068524,0.079962,0.062203,0.064435,0.060047,0.059471,0.054617,0.048824,0.053782,0.054973,0.056949,0.026217,0.042704,0.030925,0.03406,0.032334,0.031702,0.031421,0.028147,0.031609,0.025706,0.025008,0.026414,0.026417,0.028358,1
9.0721,12.4618,2.8114,2.8014,2.5859,-2.6134,1.126,-1.2654,0.86808,0.17082,-1.3517,-1.4388,-0.19829,-1.5616,-0.0044918,-0.027303,-0.013813,0.011704,0.015237,0.0046983,0.0042191,0.012954,-0.0050973,-0.0034299,0.0024379,-0.0096178,0.00031482,-0.0048853,-0.00041773,-0.00042608,0.00033942,-0.00091688,0.00097842,-0.00029638,0.00085004,-9.57E-5,0.0006465,-0.0001606,-7.57E-5,0.00023736,0.00039374,7.15E-5,0.61337,1.8095,0.95439,0.65791,0.82741,0.5055,0.62417,0.83762,0.45275,0.30472,0.34428,0.50542,0.41299,0.35934,0.099008,0.087085,0.078035,0.050148,0.063827,0.070597,0.059603,0.058423,0.050436,0.04872,0.050588,0.049018,0.04558,0.052814,0.035439,0.03473,0.034576,0.023767,0.02818,0.034294,0.026657,0.023896,0.026903,0.024153,0.027111,0.02501,0.024233,0.02518,1
9.9936,15.5979,8.2463,0.30598,-0.32011,-1.0013,-0.35291,0.078195,-0.76316,1.4461,1.7788,-0.27174,-0.73039,0.8988,-0.0013809,-0.00087957,0.001266,-0.0032294,-0.0051798,-0.0028928,-0.004544,-0.0023362,0.0022117,0.0021892,-0.0010175,-0.00018501,-0.0015243,-0.0011405,0.00018419,0.0010583,-0.00043458,7.83E-5,4.79E-6,7.69E-5,-0.00019204,0.00025978,8.93E-5,1.42E-5,0.00023607,-0.00017285,0.00010913,-0.00011711,0.23752,0.89366,0.58109,0.33448,0.32586,0.46756,0.45223,0.24171,0.31197,0.23617,0.17024,0.18036,0.18353,0.27319,0.033852,0.12563,0.078029,0.047275,0.040597,0.050783,0.032292,0.039235,0.039413,0.034142,0.027598,0.026577,0.02648,0.031813,0.013437,0.053262,0.042686,0.021644,0.017297,0.023755,0.014091,0.018581,0.02014,0.016554,0.013639,0.012137,0.013247,0.014969,1
9.8215,14.9574,7.7716,0.47694,0.56873,-0.71777,-0.1041,0.090807,-0.83398,1.7398,1.626,-0.2707,-0.62363,0.72347,-0.0039198,-0.015201,0.0010869,-5.31E-5,-0.00070278,-0.002991,-0.00037641,0.0027372,0.0042428,0.0028821,-0.0048556,0.0023778,0.0027326,0.00026585,-3.56E-5,-0.00043385,0.00045608,-7.30E-5,0.00017787,-0.00028666,6.24E-6,0.00024342,-0.00032426,-5.64E-5,-0.00012524,1.92E-5,-0.00028169,7.18E-5,0.2726,1.009,0.57318,0.42337,0.37073,0.27815,0.26788,0.30843,0.36538,0.21005,0.29413,0.21041,0.28291,0.17357,0.039223,0.14476,0.06641,0.059838,0.052278,0.036989,0.034822,0.036232,0.039149,0.029497,0.032991,0.033762,0.030262,0.025882,0.012738,0.060911,0.036582,0.026999,0.024013,0.018021,0.01689,0.015495,0.01888,0.014921,0.015826,0.014688,0.012479,0.012288,1
10.082,15.8972,7.7733,0.57696,-0.35734,-0.76838,0.13618,0.15084,-0.32604,1.8138,1.3903,-0.18906,-0.29375,0.50766,0.00097554,0.0041313,-0.002085,-0.00099923,0.00078686,-0.00044716,0.0034833,0.0018348,0.00075661,0.00096332,-0.0003244,-0.0015812,-0.00026003,0.0024197,-0.00022052,-0.00083633,0.00031662,-9.13E-5,-0.00013731,-0.00012897,0.00018455,-0.00034685,-7.46E-5,0.00052949,-0.00023715,1.88E-5,-4.50E-5,4.93E-5,0.1808,0.65571,0.42257,0.25,0.21256,0.22332,0.24036,0.17284,0.21181,0.21265,0.16485,0.17083,0.15518,0.16202,0.026954,0.096402,0.046331,0.029398,0.025069,0.030837,0.023099,0.028037,0.025734,0.026401,0.019122,0.02152,0.021225,0.025111,0.0085072,0.037465,0.027297,0.014994,0.011768,0.016048,0.013194,0.012417,0.013859,0.01285,0.009912,0.0099419,0.010815,0.012005,1
10.2622,13.9288,5.3589,3.8439,4.0941,-1.3931,0.34192,-1.0891,0.70168,-0.40017,0.85655,-0.79069,-0.24253,-0.57967,-0.0053891,-0.014086,0.00032582,-0.0010601,0.004627,-0.0044548,0.003999,-0.0044481,-0.001329,-0.0017747,0.0036583,-0.00443,0.0030145,-0.00019458,0.00021097,-0.00018316,0.00056588,-0.0007005,0.0014138,-0.0014424,0.00072487,-0.00032812,0.00090736,-0.00022392,0.00064148,-0.0006738,0.00038166,-0.00050259,0.22824,0.74416,0.48968,0.44118,0.54425,0.54262,0.42682,0.44539,0.39789,0.32053,0.37628,0.36013,0.27414,0.22793,0.021482,0.092747,0.073727,0.071276,0.09039,0.09279,0.068893,0.06196,0.062273,0.051847,0.060473,0.0598,0.040619,0.032466,0.0071973,0.046144,0.039349,0.037165,0.047865,0.047888,0.036281,0.034146,0.034001,0.027733,0.033159,0.031219,0.020831,0.01721,1
9.9951,14.5183,5.4629,2.9198,3.051,-1.5476,0.21463,-0.67468,0.654,0.51775,0.56697,-0.49144,-0.48249,-0.52832,-0.0056282,-0.020696,-0.0023122,0.0053865,0.0021336,0.0044212,-0.0035249,0.0043801,0.00016571,-0.0017698,-0.0040146,-0.00090973,0.00070767,-0.0009976,0.00011971,0.0010111,-0.0011898,0.00098708,-0.00084057,0.00050149,0.00026762,0.00037588,-0.00077641,0.00074297,-0.00048147,0.00047325,-0.00023227,0.00012615,0.33444,1.4746,0.59493,0.58999,0.59264,0.52308,0.42351,0.52396,0.42345,0.33319,0.34945,0.36337,0.25115,0.25672,0.019871,0.094434,0.073442,0.063849,0.077964,0.070534,0.055472,0.062118,0.054,0.045489,0.045195,0.038924,0.042417,0.034837,0.0072415,0.040897,0.03734,0.031757,0.038114,0.036664,0.028926,0.028826,0.027846,0.02024,0.02269,0.021874,0.02006,0.016997,1
9.9135,15.0837,4.685,3.4662,3.6923,-1.4419,0.34869,-1.1139,0.21395,-0.59412,0.76439,-0.80776,-0.43774,-0.64186,-0.0027282,-0.011514,-0.0020233,-0.0012298,0.0063537,0.0026256,0.0026444,-0.0019147,-3.61E-6,0.0011441,0.00050049,0.0010465,0.0017968,0.00023621,-8.01E-5,0.0010387,-0.0012021,0.00052195,-0.00074086,0.00072888,-0.00018418,0.00010455,-0.00034159,0.00092878,-0.00088472,0.00035967,5.18E-6,0.00056309,0.2795,0.78647,0.47639,0.49351,0.48572,0.47482,0.36665,0.41586,0.33266,0.30806,0.37614,0.29643,0.35552,0.25831,0.024253,0.11113,0.058253,0.056441,0.060032,0.06437,0.0479,0.051501,0.044239,0.043741,0.054428,0.040494,0.040492,0.036778,0.0074223,0.047915,0.030269,0.023937,0.028266,0.031815,0.023153,0.027526,0.021076,0.020914,0.02401,0.020954,0.01771,0.017211,1
10.1861,14.9046,8.5617,-0.23853,-1.409,-2.5013,-0.80823,0.014467,-0.7169,0.061656,-0.17025,-1.038,-0.081549,-0.59951,-0.0034598,-0.0080628,-1.17E-5,0.0014689,-0.0028301,0.0007205,0.0053255,0.0024207,-0.00075952,0.0018992,0.0017086,0.0005728,0.0056775,-0.00033137,2.88E-5,0.0012062,-0.00099455,0.00067189,-0.0002314,0.00072555,-0.00032468,9.65E-5,5.97E-5,0.00012937,-8.91E-5,0.00027204,-0.00015588,0.00033266,0.16952,0.80025,0.64217,0.54894,0.31328,0.33403,0.3135,0.28069,0.30905,0.24911,0.31081,0.24028,0.33023,0.27738,0.012277,0.091659,0.085447,0.064746,0.040798,0.048058,0.036341,0.034927,0.041056,0.030607,0.03178,0.029071,0.033169,0.040342,0.0041302,0.04207,0.04219,0.029067,0.01891,0.0189,0.016765,0.01436,0.016759,0.013357,0.014316,0.013746,0.014701,0.018703,0
10.2308,17.666,6.2596,-1.2578,-0.54134,-2.5025,-1.2411,-0.59088,0.18281,0.11766,-0.16575,-0.61116,-0.73169,-0.50573,-0.0039337,-0.0020169,0.0033471,-0.00012668,-0.0053298,0.00023801,0.010922,0.0091095,0.00023284,-0.0003133,-0.0043383,-0.0022381,0.00019404,0.0011857,0.0001036,-0.0010338,-0.0007042,-0.00036163,-0.0003132,0.00012202,-0.00081307,-0.00090401,-0.00083164,4.75E-5,-0.00050164,-0.00023658,-0.00052008,-0.00024727,0.22312,0.42291,0.40643,0.35046,0.34367,0.27984,0.3858,0.39935,0.25309,0.32197,0.24466,0.26909,0.18948,0.18712,0.012337,0.051462,0.047241,0.036962,0.045478,0.035352,0.028221,0.028872,0.028825,0.02947,0.028854,0.030984,0.021262,0.02512,0.0042325,0.02081,0.022247,0.017193,0.016471,0.015866,0.013137,0.011415,0.010277,0.012678,0.011198,0.012115,0.0091713,0.011248,0
10.6199,16.808,7.7094,-0.047054,-1.2115,-2.597,-0.2745,-1.0108,-0.68761,0.62086,-0.67573,-0.71358,-0.28204,-0.63316,0.003117,0.012645,-0.00071632,0.0019149,0.0037318,-0.0023685,0.0085655,-0.00091236,-0.0016325,-0.0013028,0.00030925,0.0029973,0.00036942,4.32E-5,3.17E-5,0.00066439,-0.00085604,0.00027326,-0.00044658,0.00030153,-0.00023392,-8.83E-5,-3.18E-5,-0.00017391,0.00028532,-0.00026363,1.15E-5,0.00016007,0.13237,0.87498,0.61709,0.52408,0.30723,0.29509,0.38891,0.22301,0.19621,0.16695,0.23843,0.26691,0.27981,0.31787,0.01405,0.062112,0.061029,0.047019,0.03579,0.029803,0.034615,0.02923,0.023528,0.02187,0.025061,0.026909,0.03001,0.02903,0.0054925,0.0358,0.036557,0.024761,0.018826,0.017595,0.017384,0.013173,0.01009,0.011583,0.011022,0.012401,0.014539,0.013439,0
9.8055,12.1543,8.0425,2.538,-2.0737,-1.1636,-0.69335,-0.4901,-1.5018,-0.66666,0.43422,-0.61763,-1.5333,-1.019,-0.0031084,-0.0018105,-0.0042971,0.0018228,0.001485,-0.0047192,-0.0043676,0.00031506,0.0036777,-0.00044797,-0.0042623,-0.00051854,0.0030071,4.41E-6,2.18E-6,-0.0011914,-3.04E-5,0.00037676,-9.38E-5,-0.00046576,-0.00040111,2.42E-5,0.00015798,-0.00026419,-0.00011174,0.00010371,-1.59E-5,5.64E-5,0.27365,1.0288,0.63971,0.43524,0.41747,0.36856,0.33162,0.28515,0.29109,0.22102,0.32673,0.2137,0.29591,0.16106,0.038895,0.1173,0.078174,0.046424,0.051064,0.038065,0.040029,0.044182,0.034567,0.036535,0.046033,0.03089,0.035564,0.018193,0.012757,0.064637,0.049318,0.024636,0.028265,0.018364,0.017825,0.021245,0.019807,0.017415,0.023697,0.015325,0.018595,0.0086384,1
10.0145,12.0175,8.3639,2.641,-2.2121,-1.4426,-0.57494,-0.43016,-1.5083,-0.98818,0.082517,-0.60661,-1.802,-0.90318,0.0023572,-0.0020995,0.0015111,0.0047364,0.0023703,0.0016928,0.0023078,0.0018955,-0.0010708,-0.0036351,-0.00041939,0.0011625,3.86E-5,-0.00060416,0.0001237,-0.0011406,0.00083833,0.00047473,-0.00079124,-0.00023728,0.00024161,0.00048164,-0.00056268,-0.00067762,0.00034687,0.00039975,-0.00045685,-0.00018864,0.35998,0.91348,0.64727,0.34972,0.4475,0.27289,0.249,0.20724,0.25729,0.255,0.30111,0.21207,0.28276,0.17006,0.043575,0.1037,0.073158,0.050995,0.050358,0.033566,0.02857,0.028185,0.028534,0.035142,0.039507,0.025624,0.032922,0.01981,0.01102,0.061582,0.043631,0.023499,0.026433,0.017498,0.016507,0.015163,0.015798,0.016595,0.022274,0.012307,0.018221,0.0094367,1
9.8955,12.4447,8.2766,1.7649,-2.9783,-1.1626,-0.23534,-0.53666,-1.7102,-1.0997,0.84148,-0.34453,-1.421,-0.53287,0.0019898,0.0041562,-0.0034694,0.0064985,0.01016,0.0016921,-0.0035369,-0.0062966,0.0033945,0.0019914,-0.0064111,0.0016887,0.0062837,0.0012224,0.00030549,0.0012946,-0.00040254,-0.00032475,0.00042395,-0.00029933,-0.00021088,-2.40E-5,0.00025983,0.00026729,-0.0007782,-0.00030473,-1.03E-5,8.04E-5,0.562,1.1401,0.67683,0.72332,0.6061,0.35422,0.4124,0.31906,0.36533,0.32121,0.44221,0.20962,0.34707,0.18608,0.07462,0.13841,0.084782,0.06947,0.081262,0.042842,0.053,0.042732,0.0453,0.045189,0.059665,0.031076,0.043863,0.023308,0.021271,0.064566,0.045653,0.027956,0.036066,0.017511,0.01861,0.019802,0.022536,0.023537,0.029,0.014435,0.022991,0.012889,1
10.3401,17.4254,7.2891,-1.4631,-0.89566,-1.6134,-0.57114,-0.10984,-0.34193,0.62637,-0.56105,-1.8153,-0.13438,0.23255,-0.00024782,-0.0029574,-0.0008044,0.00082901,0.0017102,0.0015392,-0.0060055,0.0012536,0.0034891,-2.85E-6,0.00047439,0.00054386,0.0016881,-0.0013636,-3.43E-5,-0.00090093,0.00014922,-0.0003038,-0.00028061,-0.00045541,-0.00047313,5.35E-6,-0.00048071,-0.00051156,5.24E-5,-0.00051553,-0.00020157,-0.00053809,0.1359,0.61013,0.58747,0.44433,0.53941,0.26775,0.42367,0.295,0.25235,0.21637,0.18418,0.21112,0.21722,0.19658,0.021992,0.076105,0.08923,0.060948,0.09337,0.039896,0.05057,0.0508,0.027846,0.025156,0.030703,0.026471,0.029149,0.027837,0.0076397,0.036563,0.045396,0.027244,0.035802,0.018848,0.022441,0.020598,0.014466,0.013948,0.014604,0.013469,0.015382,0.014054,0
10.4184,17.876,7.206,-1.4382,-0.64826,-1.697,-0.58756,-0.4979,-0.13726,0.044837,-0.88167,-1.6049,0.21308,-0.49308,-0.00052255,-0.00057038,0.0031684,-0.0051649,0.0021197,0.0058424,-0.0037806,-0.0025744,0.0026774,0.0014311,-0.0038884,0.00043586,-0.00046577,-0.00015306,9.57E-5,-6.39E-5,5.94E-5,-0.00023071,-0.00029988,-0.0005817,0.00074269,-0.0006771,-0.00023153,-0.00010234,0.00017171,-0.00070272,0.00056821,-0.00055527,0.16056,0.73989,0.51354,0.62468,0.41412,0.4887,0.33464,0.40902,0.37021,0.23377,0.35788,0.22572,0.25714,0.19289,0.018583,0.081565,0.053754,0.049251,0.050002,0.044448,0.03498,0.046311,0.03413,0.037637,0.033181,0.027561,0.03268,0.02517,0.0074408,0.038685,0.029664,0.025096,0.023209,0.020407,0.017733,0.021003,0.015435,0.018535,0.018686,0.013449,0.014811,0.012877,0
10.3399,17.0101,7.6239,-1.4356,-1.2078,-1.7019,-0.59822,-0.67581,0.092458,0.502,-0.9301,-1.6599,0.018423,-0.0809,0.0016829,0.0063207,-0.00081902,-0.0024524,0.0015539,-0.0007045,-0.0031221,-0.0035141,0.0028493,0.00060167,-0.0013439,-0.0018839,0.001546,-0.0019556,-1.51E-5,-0.00024309,0.00022081,-0.00015769,-0.00027496,0.00016293,0.00010601,-0.00034264,9.48E-5,-4.89E-5,-0.00021217,1.70E-5,-8.66E-5,8.72E-5,0.11798,0.66085,0.54569,0.47878,0.31982,0.33495,0.30496,0.2807,0.26544,0.1708,0.21663,0.2186,0.19093,0.23298,0.014914,0.071035,0.060491,0.059587,0.039914,0.035682,0.030727,0.028296,0.022941,0.023031,0.024868,0.025497,0.023769,0.020265,0.0047893,0.033934,0.032696,0.029511,0.020064,0.01866,0.015252,0.013597,0.011645,0.011895,0.011528,0.013048,0.011747,0.010506,0
9.798,15.8568,4.7018,2.8666,1.0566,-4.0633,0.78106,-1.7879,0.99887,0.63704,0.037064,-1.7942,-1.0192,-0.35236,-0.0010022,0.0039015,-0.0015321,-0.0030433,0.0018746,-0.0041706,0.0022058,0.0021462,-0.0013327,-0.0020002,0.0035757,0.0019701,-0.0027348,0.0053472,4.29E-5,0.00090463,-0.0010793,0.00095774,-0.0002639,0.00069583,-0.00067188,0.00060032,0.00032035,0.00016773,-0.00017611,0.00057914,-0.00037802,0.00027541,0.20374,0.78921,0.54588,0.47415,0.49195,0.57151,0.48512,0.41426,0.31595,0.30038,0.37606,0.36673,0.27342,0.34837,0.02403,0.094315,0.072722,0.048782,0.05954,0.069759,0.066477,0.055318,0.038491,0.038619,0.041981,0.052494,0.035396,0.028129,0.0079295,0.037559,0.032427,0.023697,0.025957,0.03287,0.031777,0.026512,0.01969,0.019445,0.021381,0.025726,0.017656,0.014667,1
9.6258,15.7672,4.3842,3.2492,1.4857,-3.8033,0.59836,-1.1812,0.64961,0.33139,0.37578,-2.2081,-0.46213,0.0574,-0.0010409,-0.0018274,0.0030309,-0.0030978,-0.00018688,-0.0052571,0.00018036,0.00014206,-0.0021562,-0.0040501,3.80E-5,-0.0012016,-0.0021459,0.0030937,0.00015228,-0.00060747,0.0011554,-0.0003426,0.0006736,-0.00099946,0.0010656,-0.00013361,0.00020178,-0.00048643,0.00070655,-0.00077383,0.00029414,0.00011126,0.24682,0.97244,0.44812,0.37697,0.39055,0.52829,0.42257,0.40527,0.30155,0.29471,0.32035,0.4019,0.26739,0.33156,0.033654,0.11335,0.059108,0.050609,0.057559,0.070105,0.052132,0.049125,0.04145,0.038506,0.046743,0.050753,0.039263,0.046118,0.01235,0.04249,0.032089,0.019793,0.026778,0.037462,0.028538,0.024059,0.02196,0.020133,0.022615,0.028309,0.020795,0.01919,1
9.6514,15.4973,4.6118,3.1168,1.4297,-4.1487,0.78297,-1.7718,0.66633,0.24937,-0.022153,-1.8747,-0.70376,0.24859,-0.00047752,-0.0093435,-0.0048074,0.0006978,0.005486,0.0014426,0.0016791,0.0042317,0.0012698,0.0021022,0.002961,-0.00047322,-0.0021333,-0.00035137,0.00022359,0.00066902,-0.00098273,0.00017919,-0.00047852,0.0015756,-0.0006772,0.0010538,-0.00028655,6.18E-5,-3.69E-5,0.00093975,-0.00056459,2.19E-6,0.16651,0.84402,0.47471,0.40868,0.38803,0.57462,0.40936,0.3393,0.31067,0.27705,0.33757,0.35295,0.2356,0.21874,0.026949,0.12322,0.068571,0.060766,0.051094,0.076833,0.051919,0.04958,0.0472,0.037242,0.056576,0.050771,0.036638,0.034462,0.0080072,0.046612,0.033835,0.02654,0.02743,0.038604,0.028776,0.025203,0.025303,0.020215,0.026883,0.026621,0.01903,0.016671,1
9.5125,13.3483,8.6996,-0.22033,0.67877,-1.2316,-1.4331,-1.284,0.10532,0.95371,1.3769,-0.62574,-0.77073,-0.014592,-0.0030508,-0.005372,-0.00081349,-0.0054426,0.002676,-0.0018687,0.00033767,0.0010059,0.00078988,-0.0011095,-0.00085001,0.0051468,0.00054111,-0.0029596,-0.00025082,-0.00057207,-5.58E-5,0.00023975,-0.00054834,0.00032448,-0.0001435,0.00068788,-0.00012004,3.44E-5,-6.24E-5,0.000159,-8.70E-5,0.00016576,0.18649,1.2283,1.0235,0.76382,0.63253,0.5243,0.42225,0.36778,0.34116,0.33162,0.31942,0.30688,0.23811,0.21279,0.026107,0.11147,0.12462,0.093477,0.07499,0.063134,0.050177,0.054622,0.047545,0.044809,0.037395,0.034821,0.027707,0.029328,0.010521,0.054151,0.064187,0.047186,0.040086,0.032266,0.025752,0.026318,0.022465,0.02246,0.018794,0.017164,0.013616,0.013117,1
9.6127,13.0757,8.5917,0.79152,0.9031,-1.2945,-1.7479,-1.1195,0.36362,0.5091,1.0013,-0.3421,-0.71522,-0.28656,0.0012278,0.0030139,-0.001579,0.0027005,-0.003581,0.00024331,-0.0016681,0.0019157,3.98E-5,-5.20E-5,0.0013724,0.0023907,-0.0016946,6.17E-5,6.41E-6,-0.00010345,-0.00022544,0.00047038,-0.00040254,-0.00017953,-0.00056192,0.00090622,-3.02E-5,0.00033448,-0.00015995,3.00E-5,7.82E-5,-0.00012307,0.15769,0.80152,0.89579,0.84252,0.58328,0.44551,0.38769,0.38328,0.41541,0.29556,0.32812,0.24919,0.18658,0.20985,0.02208,0.091752,0.099591,0.076693,0.063433,0.057512,0.046622,0.049919,0.049994,0.038688,0.043174,0.035702,0.027827,0.030968,0.0087615,0.047336,0.055122,0.042061,0.0354,0.03018,0.025714,0.026611,0.026131,0.022179,0.022581,0.01734,0.013934,0.015444,1
9.4356,12.5088,9.3987,-0.39916,0.98031,-1.4572,-1.0234,-1.5138,0.579,0.29758,2.065,-0.098928,-0.80664,-0.17758,0.0024661,0.0012542,0.0038516,-0.0018917,-4.52E-6,0.0023753,-0.0048421,0.0034376,-0.0030204,-0.00025696,-0.00021304,-0.00074142,0.0041527,0.00016936,0.000196,0.00077139,-0.0011522,0.00080284,-0.0010065,0.00070225,-0.00069096,0.00073589,-0.00059251,0.00056269,-0.00031756,0.00065516,-0.00026118,0.00053142,0.26254,0.55805,0.76631,0.61383,0.57075,0.51994,0.48708,0.48184,0.44461,0.34518,0.31436,0.28659,0.27472,0.219,0.051773,0.073365,0.11382,0.077465,0.08155,0.07281,0.060841,0.061665,0.068065,0.05202,0.039577,0.045621,0.043482,0.032118,0.019274,0.037832,0.049182,0.03997,0.037336,0.032519,0.029981,0.027139,0.033254,0.026955,0.019193,0.022339,0.020514,0.016178,1
10.115,16.6186,7.1236,-2.0875,-0.65913,-1.4417,-1.7841,-1.6853,0.44835,0.34337,-1.3708,-1.0986,0.56216,0.1744,0.0012207,0.0018208,0.0027565,0.015044,-1.50E-5,-0.00036293,0.0026258,-0.00040385,-0.0041286,-0.00012673,-0.0034251,-0.0034243,-0.0025104,0.00061216,-0.00014117,0.0015733,-0.0024526,0.0016164,-0.00053769,0.0005183,-0.00056164,0.00035929,-3.50E-5,-0.00026059,0.00034895,2.15E-5,-0.00058778,0.00050094,0.17682,0.90728,0.86871,0.77977,0.51057,0.34609,0.34245,0.28551,0.26458,0.22346,0.36516,0.2317,0.27061,0.26366,0.018789,0.10625,0.096112,0.084399,0.05,0.040682,0.040192,0.030775,0.037769,0.034373,0.027794,0.031999,0.029477,0.030325,0.0071504,0.044709,0.040223,0.034427,0.022552,0.018394,0.015917,0.015578,0.016573,0.013928,0.011596,0.013017,0.012851,0.014172,0
